year,location,percent_obese
2016,Florida,29.4
2016,Mississippi,34.1
2016,Iowa,37.9
2016,Indiana,34.6
2016,Virginia,25.1
2016,Indiana,32.3
2016,Ohio,42.8
2016,Puerto Rico,30.1
2016,Missouri,32.0
2016,New Hampshire,31.4
2016,Iowa,30.0
2016,Pennsylvania,30.5
2016,Alaska,41.5
2016,District of Columbia,13.4
2016,Minnesota,22.3
2016,Colorado,19.1
2016,Texas,30.0
2016,Indiana,33.3
2016,Maine,35.7
2016,New Jersey,30.8
2016,Virgin Islands,39.0
2016,Guam,30.6
2016,Guam,9.5
2016,Ohio,38.6
2016,Vermont,20.8
2016,Alabama,35.3
2016,Illinois,17.3
2016,Vermont,26.0
2016,Minnesota,28.6
2016,Utah,8.9
2016,Arizona,30.5
2016,Arkansas,32.1
2016,New Jersey,14.2
2016,Utah,28.8
2016,Missouri,37.9
2016,Arizona,31.3
2016,Minnesota,24.6
2016,Virgin Islands,32.7
2016,Oklahoma,4.1
2016,Arkansas,33.5
2016,Hawaii,18.0
2016,Washington,37.6
2016,West Virginia,43.3
2016,District of Columbia,32.4
2016,District of Columbia,18.7
2016,South Carolina,16.9
2016,Idaho,23.8
2016,Vermont,34.5
2016,Virgin Islands,21.3
2016,Delaware,30.7
2016,Arkansas,32.1
2016,Connecticut,23.4
2016,South Dakota,28.7
2016,Rhode Island,30.7
2016,New Jersey,25.0
2016,Florida,32.2
2016,Rhode Island,22.4
2016,South Dakota,29.5
2016,Utah,26.6
2016,Florida,34.0
2016,Hawaii,50.9
2016,Georgia,29.8
2016,North Dakota,35.5
2016,Montana,32.5
2016,North Carolina,39.8
2016,Illinois,38.2
2016,Louisiana,34.5
2016,New Jersey,26.1
2016,Guam,37.0
2016,Utah,25.1
2016,Montana,29.8
2016,Hawaii,29.6
2016,Rhode Island,31.9
2016,Washington,32.2
2016,Utah,25.1
2016,Utah,25.6
2016,Texas,42.9
2016,Kentucky,31.0
2016,Rhode Island,37.8
2016,Iowa,32.8
2016,West Virginia,26.0
2016,Texas,38.7
2016,Florida,27.7
2016,Mississippi,46.8
2016,Vermont,31.1
2016,North Dakota,33.7
2016,Puerto Rico,35.1
2016,North Carolina,32.2
2016,Puerto Rico,33.8
2016,Delaware,29.3
2016,Kansas,26.4
2016,Vermont,26.5
2016,Iowa,35.2
2016,Alabama,39.8
2016,Nebraska,32.6
2016,Idaho,33.3
2016,Illinois,36.6
2016,Connecticut,5.8
2016,Michigan,32.2
2016,Arkansas,43.8
2016,Alabama,32.9
2016,Maine,29.9
2016,Maryland,37.6
2016,Indiana,37.5
2016,Indiana,28.7
2016,Delaware,28.9
2016,Alabama,22.6
2016,New Hampshire,33.5
2016,Florida,14.3
2016,New Jersey,37.5
2016,Maryland,31.7
2016,Oklahoma,34.4
2016,District of Columbia,27.0
2016,Missouri,32.8
2016,Wyoming,29.3
2016,Guam,33.0
2016,Ohio,34.7
2016,Idaho,32.0
2016,Iowa,36.0
2016,Indiana,32.5
2016,Idaho,27.4
2016,New Hampshire,26.5
2016,North Dakota,40.7
2016,Indiana,48.3
2016,New Hampshire,30.8
2016,Delaware,19.3
2016,Vermont,25.9
2016,Massachusetts,27.7
2016,Arkansas,36.5
2016,Nebraska,34.0
2016,Maryland,29.9
2016,Illinois,31.6
2016,Missouri,30.1
2016,California,20.0
2016,Maine,26.1
2016,Puerto Rico,30.5
2016,Maryland,29.1
2016,New Mexico,27.3
2016,Massachusetts,19.4
2016,Oklahoma,31.0
2016,Guam,27.5
2016,Nebraska,17.2
2016,Rhode Island,26.6
2016,Alaska,29.3
2016,Ohio,16.6
2016,Nevada,25.5
2016,Oklahoma,34.6
2016,Wyoming,34.9
2016,Nevada,26.6
2016,New Jersey,28.0
2016,Washington,41.9
2016,Missouri,35.4
2016,Washington,31.0
2016,New York,25.2
2016,Wisconsin,31.6
2016,Idaho,35.1
2016,North Carolina,30.4
2016,Alaska,31.2
2016,New York,25.3
2016,Colorado,27.6
2016,Colorado,21.2
2016,Iowa,32.7
2016,Washington,20.2
2016,Arkansas,29.9
2016,Montana,23.9
2016,Ohio,12.7
2016,Wisconsin,28.0
2016,Colorado,26.9
2016,Hawaii,21.4
2016,South Dakota,26.7
2016,Maine,22.3
2016,Texas,32.8
2016,Colorado,25.9
2016,New York,30.3
2016,Iowa,33.2
2016,Colorado,19.4
2016,Maine,31.8
2016,Pennsylvania,5.1
2016,Nevada,30.6
2016,Pennsylvania,36.7
2016,Mississippi,33.3
2016,Texas,33.7
2016,Connecticut,21.5
2016,Virginia,25.1
2016,New York,29.7
2016,Oregon,27.7
2016,Virgin Islands,25.2
2016,North Carolina,37.5
2016,Alaska,27.6
2016,Alaska,15.1
2016,Rhode Island,25.2
2016,Pennsylvania,31.3
2016,Louisiana,36.5
2016,Arkansas,34.5
2016,Delaware,29.9
2016,Illinois,32.3
2016,Minnesota,32.7
2016,Vermont,29.5
2016,New York,31.9
2016,Oregon,17.4
2016,Illinois,31.0
2016,District of Columbia,36.7
2016,Massachusetts,23.6
2016,Florida,27.7
2016,Rhode Island,30.6
2016,Nebraska,25.9
2016,Michigan,21.7
2016,Connecticut,26.0
2016,Ohio,30.9
2016,Louisiana,38.4
2016,North Carolina,17.7
2016,Hawaii,23.8
2016,California,29.3
2016,Florida,14.9
2016,Wisconsin,31.5
2016,Arizona,32.8
2016,Virgin Islands,31.8
2016,Guam,23.7
2016,Alaska,32.3
2016,New Mexico,29.4
2016,Illinois,19.9
2016,New Hampshire,23.4
2016,Vermont,31.9
2016,Hawaii,26.1
2016,Georgia,32.4
2016,Delaware,39.6
2016,Louisiana,26.9
2016,District of Columbia,24.0
2016,New Hampshire,28.7
2016,Oklahoma,34.6
2016,South Carolina,26.9
2016,Nebraska,29.9
2016,Nevada,24.8
2016,Guam,26.9
2016,Guam,25.3
2016,Virginia,31.5
2016,Delaware,29.3
2016,Alaska,40.3
2016,West Virginia,35.4
2016,Utah,26.8
2016,Missouri,26.6
2016,North Carolina,30.0
2016,North Dakota,46.7
2016,Mississippi,25.4
2016,New Jersey,27.4
2016,Maryland,27.7
2016,Connecticut,30.4
2016,Mississippi,39.3
2016,Ohio,29.7
2016,Oklahoma,30.5
2016,Nebraska,34.6
2016,Oregon,30.8
2016,North Dakota,20.7
2016,Massachusetts,25.9
2016,South Carolina,38.5
2016,Utah,30.1
2016,Pennsylvania,25.2
2016,Georgia,31.2
2016,Kentucky,38.3
2016,New York,25.5
2016,California,9.6
2016,Nevada,26.6
2016,Connecticut,24.2
2016,Washington,22.5
2016,Hawaii,23.3
2016,Oklahoma,40.2
2016,New Jersey,39.6
2016,Hawaii,22.3
2016,South Dakota,27.3
2016,Connecticut,36.3
2016,Washington,31.2
2016,Rhode Island,28.0
2016,South Carolina,34.3
2016,Hawaii,33.7
2016,Wisconsin,34.6
2016,Texas,36.2
2016,Vermont,22.3
2016,Maine,21.9
2016,Virginia,38.1
2016,Oklahoma,39.5
2016,Maryland,29.3
2016,Minnesota,16.1
2016,Ohio,35.8
2016,North Carolina,28.6
2016,Wyoming,33.0
2016,Colorado,16.9
2016,Arizona,38.1
2016,Kentucky,38.5
2016,New Mexico,27.7
2016,Kansas,36.8
2016,Iowa,30.9
2016,Virginia,34.9
2016,Georgia,38.2
2016,Texas,30.3
2016,Colorado,23.6
2016,New York,25.2
2016,Kentucky,35.4
2016,Virgin Islands,30.6
2016,Alaska,31.2
2016,Hawaii,16.1
2016,Kentucky,37.9
2016,Massachusetts,14.5
2016,Massachusetts,31.6
2016,Kentucky,33.7
2016,Oklahoma,31.5
2016,Indiana,30.6
2016,North Dakota,38.4
2016,South Carolina,39.5
2016,Idaho,25.2
2016,Montana,26.2
2016,Maryland,23.2
2016,North Carolina,33.3
2016,New Mexico,38.3
2016,Washington,27.7
2016,Iowa,26.7
2016,Wisconsin,14.8
2016,South Dakota,31.8
2016,Washington,28.6
2016,Kentucky,34.0
2016,Utah,25.4
2016,Massachusetts,23.7
2016,Delaware,35.6
2016,California,28.9
2016,Connecticut,38.8
2016,Colorado,12.8
2016,New Hampshire,26.1
2016,Nebraska,31.4
2016,South Carolina,33.4
2016,California,23.5
2016,West Virginia,37.6
2016,Utah,23.1
2016,Maine,48.0
2016,Indiana,27.2
2016,California,33.3
2016,Minnesota,28.4
2016,District of Columbia,3.3
2016,Mississippi,32.0
2016,Colorado,23.7
2016,Montana,29.1
2016,Montana,26.9
2016,Alabama,40.7
2016,Virginia,29.0
2016,Nevada,21.7
2016,Tennessee,36.2
2016,Arizona,36.2
2016,Maryland,35.5
2016,Georgia,23.5
2016,Maryland,27.6
2016,Arkansas,47.3
2016,Kentucky,34.2
2016,New York,20.9
2016,New Mexico,27.7
2016,Colorado,35.0
2016,Maine,28.7
2016,Georgia,22.6
2016,Guam,26.5
2016,Missouri,3.4
2016,Louisiana,29.3
2016,Georgia,27.6
2016,North Carolina,34.5
2016,Maine,20.7
2016,Arkansas,27.6
2016,Louisiana,36.0
2016,Idaho,26.6
2016,Kansas,15.2
2016,Louisiana,25.9
2016,South Carolina,37.3
2016,New York,27.7
2016,Illinois,33.2
2016,Arizona,25.8
2016,Kansas,33.6
2016,Minnesota,33.0
2016,South Dakota,27.9
2016,Oregon,24.5
2016,Hawaii,26.6
2016,Virginia,28.0
2016,Nevada,29.3
2016,North Dakota,34.9
2016,Ohio,26.8
2016,Utah,26.1
2016,Virgin Islands,19.3
2016,North Dakota,31.6
2016,Ohio,37.9
2016,Iowa,38.6
2016,Nebraska,35.8
2016,Tennessee,42.6
2016,Arizona,35.8
2016,California,14.5
2016,Indiana,35.0
2016,Pennsylvania,29.7
2016,Virginia,28.5
2016,Iowa,31.9
2016,Maryland,32.6
2016,Illinois,28.7
2016,Arkansas,40.3
2016,Delaware,41.3
2016,Ohio,25.4
2016,Puerto Rico,30.9
2016,Alabama,43.0
2016,North Dakota,32.7
2016,Vermont,26.2
2016,California,28.4
2016,Wyoming,21.3
2016,Ohio,34.6
2016,Tennessee,22.5
2016,Louisiana,32.3
2016,Maryland,34.6
2016,New Hampshire,29.1
2016,North Dakota,30.5
2016,Tennessee,33.5
2016,Minnesota,32.6
2016,Tennessee,28.6
2016,Kansas,30.9
2016,Vermont,30.1
2016,Montana,31.2
2016,Mississippi,35.8
2016,Maine,33.3
2016,Texas,37.8
2016,Maryland,29.2
2016,New Mexico,29.8
2016,Nebraska,37.6
2016,Virgin Islands,22.2
2016,Nebraska,29.6
2016,Nevada,25.8
2016,Minnesota,35.0
2016,South Dakota,38.6
2016,Puerto Rico,34.5
2016,Georgia,34.1
2016,District of Columbia,34.4
2016,South Carolina,41.9
2016,West Virginia,43.2
2016,Wisconsin,27.8
2016,Iowa,38.7
2016,Montana,21.7
2016,Kansas,35.9
2016,Delaware,34.9
2016,Mississippi,47.5
2016,Oklahoma,40.7
2016,Tennessee,39.3
2016,Mississippi,37.3
2016,Arizona,33.8
2016,Tennessee,40.7
2016,Louisiana,30.2
2016,Colorado,22.4
2016,Pennsylvania,27.3
2016,Kentucky,40.7
2016,Virgin Islands,43.3
2016,Rhode Island,22.4
2016,Montana,24.5
2016,Puerto Rico,25.0
2016,Wyoming,16.0
2016,Nebraska,39.7
2016,Louisiana,28.8
2016,Tennessee,34.0
2016,Arizona,28.5
2016,Nevada,19.2
2016,Minnesota,25.9
2016,Oregon,28.7
2016,Rhode Island,25.3
2016,South Dakota,31.6
2016,Nebraska,38.2
2016,Vermont,24.1
2016,Tennessee,37.5
2016,Connecticut,13.4
2016,Minnesota,22.7
2016,Kansas,28.9
2016,Iowa,32.0
2016,Michigan,38.4
2016,Idaho,30.3
2016,Oklahoma,28.9
2016,South Carolina,29.3
2016,New Jersey,25.6
2016,Texas,34.6
2016,Arkansas,37.8
2016,Oklahoma,35.6
2016,Virgin Islands,33.2
2016,Minnesota,33.2
2016,Kansas,27.3
2016,Wyoming,31.8
2016,Arizona,25.3
2016,Virgin Islands,36.3
2016,Alaska,27.9
2016,Alaska,39.9
2016,Florida,27.2
2016,Colorado,23.9
2016,Maine,37.3
2016,New Hampshire,32.9
2016,Pennsylvania,33.9
2016,Wyoming,27.7
2016,Montana,23.6
2016,Tennessee,30.4
2016,Washington,30.8
2016,Guam,38.8
2016,Maine,33.0
2016,Oregon,26.7
2016,West Virginia,38.8
2016,Nevada,28.1
2016,South Carolina,35.0
2016,Puerto Rico,28.1
2016,Georgia,31.4
2016,Maryland,28.9
2016,Nevada,16.9
2016,Connecticut,33.0
2016,West Virginia,33.5
2016,Florida,27.8
2016,Wisconsin,28.8
2016,Montana,25.2
2016,Oklahoma,36.3
2016,Montana,31.8
2016,Montana,27.2
2016,Kansas,37.0
2016,Massachusetts,26.3
2016,New Mexico,25.5
2016,Oregon,31.9
2016,Kansas,34.8
2016,Oregon,34.9
2016,Michigan,38.0
2016,Colorado,22.3
2016,Indiana,32.4
2016,Minnesota,29.5
2016,South Carolina,34.1
2016,Georgia,38.2
2016,Tennessee,34.2
2016,Michigan,33.8
2016,Kansas,31.4
2016,South Carolina,24.3
2016,Rhode Island,32.4
2016,Guam,28.1
2016,Virgin Islands,15.5
2016,Louisiana,35.5
2016,Guam,28.3
2016,Maine,33.1
2016,Georgia,3.0
2016,Hawaii,27.5
2016,New Hampshire,13.7
2016,Michigan,34.9
2016,Michigan,34.5
2016,Michigan,37.3
2016,North Carolina,27.6
2016,Connecticut,25.0
2016,Oklahoma,39.3
2016,Guam,18.2
2016,Nevada,24.4
2016,Iowa,28.3
2016,Idaho,28.8
2016,South Carolina,41.6
2016,Missouri,38.4
2016,Delaware,35.5
2016,Kansas,28.7
2016,Virginia,33.1
2016,Oregon,32.2
2016,Louisiana,34.1
2016,Oregon,6.9
2016,New Hampshire,27.1
2016,Washington,28.3
2016,Ohio,33.8
2016,Florida,34.1
2016,Wyoming,27.7
2016,North Carolina,8.1
2016,Virgin Islands,34.3
2016,Arkansas,43.8
2016,Texas,39.2
2016,Nevada,25.8
2016,Alabama,35.7
2016,North Carolina,34.6
2016,New Mexico,32.4
2016,Kansas,41.7
2016,Wisconsin,29.9
2016,Mississippi,38.3
2016,South Dakota,32.3
2016,Puerto Rico,30.0
2016,Wisconsin,33.2
2016,Wisconsin,33.3
2016,Montana,21.7
2016,Nevada,27.7
2016,Colorado,26.2
2016,Maine,30.0
2016,California,27.4
2016,Washington,36.1
2016,Virginia,29.2
2016,Oregon,28.7
2016,Mississippi,38.4
2016,District of Columbia,40.7
2016,Connecticut,31.4
2016,Illinois,26.2
2016,Guam,27.3
2016,Pennsylvania,34.2
2016,Ohio,32.1
2016,New Jersey,41.5
2016,Utah,23.9
2016,New Jersey,34.6
2016,Rhode Island,24.4
2016,New Hampshire,26.5
2016,North Carolina,34.7
2016,Alabama,40.4
2016,Connecticut,27.9
2016,Ohio,37.2
2016,West Virginia,32.3
2016,South Carolina,25.7
2016,Arkansas,39.4
2016,South Dakota,35.0
2016,Arizona,25.9
2016,Arkansas,35.4
2016,Illinois,34.7
2016,Puerto Rico,38.8
2016,Rhode Island,30.6
2016,South Dakota,26.0
2016,New Hampshire,29.1
2016,Indiana,32.1
2016,New Jersey,31.7
2016,Michigan,27.7
2016,Texas,30.9
2016,Missouri,33.0
2016,Washington,24.9
2016,Tennessee,39.4
2016,Nebraska,34.6
2016,Illinois,34.4
2016,Delaware,28.4
2016,Wyoming,25.3
2016,Texas,36.8
2016,Idaho,26.0
2016,Florida,32.4
2016,Rhode Island,37.0
2016,Florida,26.7
2016,South Dakota,29.5
2016,Delaware,34.1
2016,Iowa,28.6
2016,Louisiana,42.0
2016,Maine,38.1
2016,Idaho,28.1
2016,North Dakota,32.5
2016,Hawaii,25.7
2016,Tennessee,39.1
2016,Kentucky,39.8
2016,Arkansas,31.6
2016,Nevada,26.2
2016,Georgia,33.1
2016,District of Columbia,31.5
2016,Rhode Island,13.1
2016,Utah,25.2
2016,Massachusetts,26.9
2016,West Virginia,32.4
2016,California,30.2
2016,California,31.2
2016,Guam,33.3
2016,Washington,8.1
2016,North Dakota,35.0
2016,Arizona,26.5
2016,New Mexico,33.6
2016,Tennessee,34.8
2016,Indiana,42.1
2016,Alaska,30.3
2016,North Carolina,39.9
2016,Vermont,18.7
2016,Alabama,33.5
2016,Delaware,9.0
2016,New York,27.5
2016,Rhode Island,36.1
2016,Vermont,28.3
2016,Kentucky,35.2
2016,Ohio,60.4
2016,New Jersey,23.3
2016,Missouri,28.1
2016,Kentucky,37.4
2016,Massachusetts,31.9
2016,Alaska,35.0
2016,Massachusetts,25.1
2016,Montana,28.0
2016,California,15.1
2016,Guam,29.2
2016,Pennsylvania,21.9
2016,North Carolina,31.2
2016,Puerto Rico,31.5
2016,Alaska,30.0
2016,California,38.2
2016,West Virginia,37.4
2016,New Mexico,30.1
2016,Alaska,36.3
2016,Maryland,16.3
2016,Missouri,36.3
2016,Kansas,27.3
2016,Illinois,39.4
2016,Delaware,26.5
2016,Vermont,47.6
2016,Michigan,7.7
2016,New York,25.9
2016,Missouri,36.7
2016,Wisconsin,27.1
2016,North Dakota,30.2
2016,Arizona,26.1
2016,Connecticut,34.0
2016,Connecticut,27.4
2016,Rhode Island,27.0
2016,Michigan,42.1
2016,Virginia,27.8
2016,Puerto Rico,26.6
2016,Nevada,30.7
2016,Arizona,42.1
2016,Missouri,31.7
2016,North Carolina,26.5
2016,New Hampshire,26.7
2016,Kentucky,25.6
2016,Wisconsin,33.9
2016,Oregon,26.1
2016,New York,30.7
2016,Virgin Islands,41.9
2016,Connecticut,24.9
2016,Wisconsin,35.4
2016,Maine,25.1
2016,Guam,24.3
2016,Utah,9.5
2016,Michigan,34.1
2016,Delaware,24.2
2016,District of Columbia,27.0
2016,Delaware,34.0
2016,Puerto Rico,27.9
2016,Kansas,31.4
2016,Nevada,17.2
2016,Vermont,28.1
2016,Michigan,32.4
2016,Georgia,35.4
2016,Tennessee,41.3
2016,Illinois,38.2
2016,Iowa,33.8
2016,District of Columbia,22.6
2016,Ohio,34.2
2016,Minnesota,30.6
2016,Florida,32.6
2016,Maine,25.8
2016,Texas,38.8
2016,Guam,28.8
2016,Georgia,37.6
2016,Arkansas,29.3
2016,Indiana,30.6
2016,Connecticut,31.4
2016,Maryland,28.6
2016,Massachusetts,25.7
2016,Massachusetts,24.4
2016,Wisconsin,24.2
2016,Alaska,29.9
2016,District of Columbia,18.0
2016,Illinois,36.9
2016,North Carolina,41.4
2016,Arkansas,39.6
2016,Connecticut,30.2
2016,Missouri,40.5
2016,Ohio,37.5
2016,Minnesota,29.2
2016,District of Columbia,28.4
2016,Hawaii,30.3
2016,Arizona,28.1
2016,Louisiana,36.3
2016,South Dakota,31.1
2016,New Jersey,28.5
2016,West Virginia,43.2
2016,Connecticut,19.4
2016,Wisconsin,31.4
2016,Maryland,33.6
2016,Colorado,24.4
2016,Oregon,32.6
2016,Missouri,39.6
2016,Massachusetts,28.9
2016,New Hampshire,27.2
2016,North Dakota,32.1
2016,Nebraska,32.9
2016,California,23.2
2016,Oklahoma,33.8
2016,Nebraska,32.2
2016,Louisiana,35.6
2016,Massachusetts,22.7
2016,Arkansas,28.6
2016,Puerto Rico,20.5
2016,Missouri,31.2
2016,South Carolina,41.7
2016,Florida,25.4
2016,Nevada,32.9
2016,Missouri,30.4
2016,Kentucky,29.4
2016,Alabama,33.5
2016,Rhode Island,27.1
2016,Idaho,32.3
2016,Guam,32.2
2016,Virginia,47.8
2016,Hawaii,31.8
2016,Oregon,35.4
2016,Puerto Rico,36.7
2016,New Jersey,29.1
2016,Illinois,30.7
2016,North Dakota,38.3
2016,Pennsylvania,31.0
2016,Puerto Rico,31.4
2016,Connecticut,29.7
2016,South Dakota,25.4
2016,District of Columbia,30.4
2016,Wyoming,28.1
2016,Alaska,30.3
2016,North Dakota,34.0
2016,Utah,29.0
2016,Utah,34.5
2016,Oklahoma,32.8
2016,Missouri,27.3
2016,West Virginia,36.2
2016,New Jersey,24.2
2016,New Mexico,29.8
2016,Hawaii,16.5
2016,Arkansas,42.7
2016,Mississippi,39.9
2016,Puerto Rico,29.5
2016,Wisconsin,34.3
2016,Montana,25.0
2016,Missouri,38.2
2016,Indiana,27.2
2016,Oregon,31.2
2016,Alabama,29.9
2016,Iowa,27.8
2016,Tennessee,37.8
2016,Colorado,20.8
2016,Idaho,21.5
2016,North Carolina,37.0
2016,New Mexico,31.7
2016,New Jersey,33.9
2016,Massachusetts,15.9
2016,District of Columbia,34.9
2016,Colorado,25.0
2016,North Dakota,31.9
2016,Kentucky,34.2
2016,Utah,25.0
2016,South Carolina,31.1
2016,Michigan,32.0
2016,Nevada,26.2
2016,Kentucky,39.0
2016,California,29.4
2016,Indiana,35.2
2016,New York,21.8
2016,New Hampshire,11.2
2016,Indiana,36.5
2016,Arizona,29.0
2016,Nevada,26.4
2016,New Jersey,20.2
2016,California,24.9
2016,Nevada,36.4
2016,Georgia,29.8
2016,Maine,31.1
2016,Utah,22.8
2016,North Carolina,36.4
2016,Delaware,30.4
2016,Wyoming,31.4
2016,New York,26.1
2016,West Virginia,40.8
2016,Florida,25.8
2016,Virginia,34.6
2016,Michigan,28.9
2016,Washington,22.9
2016,Vermont,30.7
2016,South Carolina,31.0
2016,Nebraska,14.6
2016,New Mexico,29.1
2016,Wisconsin,32.9
2016,California,29.6
2016,Maine,34.2
2016,Maryland,28.3
2016,Hawaii,16.0
2016,North Dakota,28.7
2016,Arizona,14.4
2016,Missouri,34.6
2016,Georgia,35.8
2016,New Hampshire,32.0
2016,District of Columbia,9.4
2016,Tennessee,38.8
2016,Rhode Island,25.8
2016,Alabama,37.5
2016,New Jersey,28.6
2016,South Dakota,39.6
2016,Alabama,36.3
2016,Mississippi,41.2
2016,Illinois,30.2
2016,Michigan,37.0
2016,Oklahoma,36.3
2016,New Mexico,27.6
2016,Kansas,30.4
2016,Mississippi,32.4
2016,South Dakota,34.2
2016,Hawaii,26.3
2016,Nebraska,31.3
2016,District of Columbia,22.4
2016,Arizona,31.2
2016,Ohio,35.4
2016,Hawaii,13.9
2016,Oregon,20.4
2016,Louisiana,35.3
2016,District of Columbia,31.4
2016,Nebraska,31.7
2016,Iowa,31.9
2016,Alabama,36.2
2016,West Virginia,37.7
2016,Alabama,34.4
2016,Alaska,31.4
2016,North Carolina,30.3
2016,Maryland,32.5
2016,Alabama,30.1
2016,Puerto Rico,33.1
2016,Texas,7.8
2016,Texas,38.0
2016,Tennessee,28.5
2016,Kansas,32.8
2016,Alabama,30.5
2016,New Jersey,21.0
2016,Illinois,32.4
2016,Connecticut,22.8
2016,New Mexico,24.0
2016,Pennsylvania,37.2
2016,Colorado,21.0
2016,Idaho,37.8
2016,Utah,25.3
2016,West Virginia,33.3
2016,Michigan,29.6
2016,Delaware,28.0
2016,Mississippi,40.8
2016,Arizona,34.5
2016,Indiana,32.6
2016,Minnesota,37.8
2016,New Jersey,36.7
2016,Pennsylvania,29.3
2016,California,25.2
2016,New Mexico,25.9
2016,Alaska,35.3
2016,Mississippi,32.4
2016,Virginia,22.0
2016,Utah,31.7
2016,Rhode Island,28.4
2016,Alabama,43.5
2016,Montana,15.4
2016,South Dakota,31.3
2016,Wyoming,24.2
2016,Massachusetts,21.1
2016,Florida,21.9
2016,Georgia,32.3
2016,New Mexico,31.0
2016,Rhode Island,33.7
2016,Colorado,24.7
2016,Maine,34.2
2016,Alabama,44.0
2016,Ohio,26.1
2016,Michigan,32.5
2016,Michigan,32.9
2016,Maine,29.5
2016,Indiana,17.6
2016,Hawaii,26.1
2016,Maryland,28.3
2016,Wyoming,27.2
2016,North Dakota,17.7
2016,Delaware,26.7
2016,Washington,32.6
2016,Virginia,31.7
2016,Guam,23.3
2016,Idaho,49.3
2016,South Carolina,38.2
2016,Georgia,32.2
2016,Oregon,28.7
2016,New Mexico,33.0
2016,Indiana,8.5
2016,North Dakota,32.0
2016,Alaska,30.1
2016,Massachusetts,27.7
2016,South Carolina,27.2
2016,Massachusetts,9.4
2016,Vermont,27.2
2016,Massachusetts,30.7
2016,Arizona,35.2
2016,Illinois,27.8
2016,Texas,19.0
2016,New Hampshire,23.8
2016,South Carolina,34.8
2016,New Jersey,32.0
2016,Arkansas,34.6
2016,Idaho,20.6
2016,Nebraska,33.7
2016,New York,22.4
2016,Vermont,26.6
2016,Illinois,39.5
2016,Minnesota,24.3
2016,California,26.8
2016,Missouri,31.4
2016,Virginia,27.5
2016,Massachusetts,28.6
2016,Minnesota,29.5
2016,Montana,26.6
2016,Virgin Islands,32.5
2016,Georgia,36.7
2016,Nevada,29.1
2016,Virginia,12.6
2016,Oregon,35.2
2016,North Carolina,25.5
2016,Missouri,33.9
2016,Maryland,31.5
2016,Alabama,40.1
2016,Louisiana,48.3
2016,Puerto Rico,30.7
2016,West Virginia,33.9
2016,Wisconsin,35.5
2016,Iowa,28.2
2016,Ohio,30.8
2016,South Dakota,26.9
2016,Idaho,25.4
2016,District of Columbia,17.3
2016,Arizona,30.2
2016,Pennsylvania,34.7
2016,Maryland,36.6
2016,Wyoming,24.2
2016,Washington,27.2
2016,Pennsylvania,35.3
2016,Maine,30.3
2016,Washington,32.9
2016,California,26.7
2016,Minnesota,27.8
2016,Utah,27.9
2016,Alaska,29.2
2016,Maryland,35.8
2016,Idaho,30.7
2016,Connecticut,26.7
2016,Kansas,19.8
2016,New York,18.5
2016,New York,31.1
2016,Texas,41.7
2016,Guam,22.4
2016,Nebraska,37.6
2016,Delaware,27.2
2016,Oklahoma,35.5
2016,New Jersey,8.3
2016,Pennsylvania,35.0
2016,Virgin Islands,40.0
2016,Alabama,34.5
2016,Massachusetts,36.0
2016,Kentucky,33.1
2016,Montana,24.2
2016,Idaho,25.7
2016,Tennessee,35.2
2016,Michigan,36.6
2016,Utah,23.1
2016,Kentucky,40.1
2016,Idaho,28.7
2016,Wisconsin,35.9
2016,Virginia,36.2
2016,Nevada,24.8
2016,Georgia,31.0
2016,Arkansas,38.1
2016,Georgia,37.8
2016,Puerto Rico,30.7
2016,Nebraska,33.1
2016,California,26.9
2016,Connecticut,26.9
2016,Oklahoma,42.6
2016,Iowa,34.1
2016,Alaska,21.7
2016,New York,24.6
2016,Louisiana,45.2
2016,South Carolina,17.7
2016,Nebraska,29.5
2016,Wyoming,25.8
2016,Hawaii,26.4
2016,New York,30.3
2016,South Carolina,33.5
2016,Wyoming,27.9
2016,Oregon,39.0
2016,Minnesota,30.4
2021,Vermont,29.0
2021,New Hampshire,25.9
2021,Vermont,30.7
2021,Rhode Island,33.9
2021,New Mexico,47.8
2021,North Dakota,37.1
2021,South Carolina,35.5
2021,New Jersey,31.2
2021,New York,33.7
2021,Nevada,27.1
2021,Maine,43.6
2021,Ohio,45.4
2021,Wisconsin,36.7
2021,Louisiana,35.3
2021,District of Columbia,28.6
2021,Connecticut,30.4
2021,Virgin Islands,18.9
2021,Delaware,38.8
2021,Oregon,30.0
2021,Hawaii,31.0
2021,Maryland,27.3
2021,West Virginia,48.0
2021,Nebraska,42.0
2021,Hawaii,16.6
2021,California,29.1
2021,Wyoming,34.8
2021,Nebraska,36.8
2021,New Hampshire,31.2
2021,District of Columbia,19.5
2021,Rhode Island,33.3
2021,South Carolina,32.7
2021,Michigan,40.8
2021,Puerto Rico,36.2
2021,Texas,32.4
2021,Arizona,35.1
2021,Tennessee,41.0
2021,Maryland,33.3
2021,Kansas,30.1
2021,California,38.3
2021,Georgia,38.1
2021,Oklahoma,38.3
2021,Hawaii,25.2
2021,New Mexico,35.1
2021,Idaho,32.1
2021,West Virginia,35.9
2021,Arkansas,40.1
2021,Maryland,40.4
2021,Minnesota,37.8
2021,Massachusetts,34.6
2021,Vermont,28.0
2021,South Carolina,35.0
2021,Missouri,38.1
2021,Kentucky,40.0
2021,Rhode Island,30.9
2021,Virginia,42.7
2021,Iowa,37.7
